userID	endDate	COALESCE(feature84,0)	COALESCE(feature88,0)
14500	2012-12-13	0	0
14500	2012-12-14	0	0
14500	2012-12-18	0	0
14500	2012-12-19	0	0
14500	2012-12-20	0	0
14600	2012-12-04	0	0
14600	2012-12-05	0	0
14600	2012-12-06	0	0
14600	2012-12-07	0	0
14600	2012-12-11	0	0
14600	2012-12-12	0	0
14600	2012-12-13	0	0
14600	2012-12-14	0	0
14600	2012-12-17	0	0
14600	2012-12-18	0	0
14600	2012-12-19	0	0
14600	2012-12-20	0	0
14600	2012-12-21	0	0
14600	2012-12-30	0	0
15000	2012-12-03	0	0
15000	2012-12-04	0	0
15000	2012-12-05	0	0
15000	2012-12-06	0	0
15000	2012-12-07	0	0
15000	2012-12-10	0	0
15000	2012-12-11	0	0
15000	2012-12-12	0	0
15000	2012-12-13	0	0
15000	2012-12-14	0	0
15000	2012-12-17	0	0
15000	2012-12-18	0	0
15000	2012-12-19	0	0
15000	2012-12-20	0	0
15200	2012-12-03	0	0
15200	2012-12-07	0	0
15200	2012-12-10	0	0
15200	2012-12-13	0	0
15200	2012-12-17	0	0
15200	2012-12-18	0	0
15400	2012-12-01	0	0
15400	2012-12-04	0	0
15400	2012-12-05	0	0
15400	2012-12-06	0	0
15400	2012-12-07	0	0
15400	2012-12-10	0	0
15400	2012-12-11	0	0
15400	2012-12-12	0	0
15400	2012-12-13	0	0
15400	2012-12-14	0	0
15400	2012-12-17	0	0
15400	2012-12-18	0	0
15400	2012-12-19	0	0
15400	2012-12-20	0	0
15400	2012-12-21	0	0
15500	2012-12-04	0	0
15500	2012-12-05	0	0
15500	2012-12-06	0	0
15700	2012-12-01	0	0
15700	2012-12-04	0	0
15700	2012-12-05	0	0
15700	2012-12-07	0	0
15700	2012-12-10	0	0
15700	2012-12-11	0	0
15700	2012-12-12	0	0
15700	2012-12-13	0	0
15700	2012-12-14	0	0
15700	2012-12-17	0	0
15700	2012-12-18	0	0
15700	2012-12-19	0	0
15700	2012-12-20	0	0
15700	2012-12-21	0	0
15800	2012-12-04	0	0
15800	2012-12-06	0	0
15800	2012-12-10	0	0
15800	2012-12-11	0	0
15800	2012-12-12	0	0
15800	2012-12-13	0	0
15800	2012-12-17	0	0
15800	2012-12-18	0	0
15900	2012-12-12	0	0
16100	2012-12-04	0	0
16100	2012-12-05	0	0
16100	2012-12-06	0	0
16100	2012-12-07	0	0
16100	2012-12-09	0	0
16100	2012-12-10	0	0
16100	2012-12-11	0	0
16100	2012-12-12	0	0
16100	2012-12-13	0	0
16100	2012-12-14	0	0
16100	2012-12-15	0	0
16100	2012-12-18	0	0
16100	2012-12-19	0	0
16100	2012-12-20	0	0
16100	2012-12-24	0	0
16200	2012-12-05	0	0
16200	2012-12-11	0	0
16200	2012-12-12	0	0
16500	2012-12-04	0	0
16500	2012-12-10	0	0
16500	2012-12-19	0	0
16600	2012-12-06	0	0
16900	2012-12-04	0	0
16900	2012-12-10	0	0
16900	2012-12-13	0	0
16900	2012-12-14	0	0
17200	2012-12-10	0	0
17200	2012-12-11	0	0
17200	2012-12-12	0	0
17200	2012-12-17	0	0
17200	2012-12-20	0	0
17200	2012-12-21	0	0
17400	2012-12-05	0	0
17500	2012-12-13	0	0
17600	2012-12-21	0	0
17600	2012-12-23	0	0
17700	2012-12-18	0	0
18100	2012-12-04	0	0
18100	2012-12-05	0	0
18100	2012-12-06	0	0
18100	2012-12-07	0	0
18100	2012-12-10	0	0
18100	2012-12-11	0	0
18100	2012-12-12	0	0
18100	2012-12-13	0	0
18200	2012-12-10	0	0
18200	2012-12-21	0	0
18300	2012-12-05	0	0
18300	2012-12-06	0	0
18300	2012-12-07	0	0
18300	2012-12-10	0	0
18300	2012-12-11	0	0
18300	2012-12-12	0	0
18300	2012-12-13	0	0
18300	2012-12-14	0	0
18300	2012-12-17	0	0
18300	2012-12-18	0	0
18300	2012-12-19	0	0
18300	2012-12-29	0	0
18400	2012-12-04	0	0
18400	2012-12-12	0	0
18400	2012-12-13	0	0
18400	2012-12-19	0	0
18400	2012-12-20	0	0
18400	2012-12-21	0	0
18700	2012-12-19	0	0
19000	2012-12-04	0	0
19000	2012-12-05	0	0
19000	2012-12-06	0	0
19000	2012-12-10	0	0
19000	2012-12-11	0	0
19000	2012-12-12	0	0
19000	2012-12-19	0	0
19000	2012-12-20	0	0
19200	2012-12-05	0	0
19200	2012-12-06	0	0
19200	2012-12-10	0	0
19200	2012-12-11	0	0
19200	2012-12-14	0	0
19200	2012-12-17	0	0
19200	2012-12-19	0	0
19300	2012-12-01	0	0
19300	2012-12-03	0	0
19300	2012-12-06	0	0
19300	2012-12-13	0	0
19300	2012-12-17	0	0
19300	2012-12-18	0	0
19300	2012-12-19	0	0
19700	2012-12-03	0	0
19700	2012-12-04	0	0
19700	2012-12-06	0	0
19700	2012-12-11	0	0
19700	2012-12-12	0	0
19700	2012-12-17	0	0
19700	2012-12-18	0	0
19700	2012-12-19	0	0
19700	2012-12-21	0	0
19800	2012-12-03	0	0
19800	2012-12-04	0	0
19800	2012-12-05	0	0
19800	2012-12-06	0	0
19800	2012-12-11	0	0
19800	2012-12-12	0	0
19800	2012-12-14	0	0
19800	2012-12-17	0	0
19800	2012-12-18	0	0
19800	2012-12-19	0	0
20200	2012-12-04	0	0
20200	2012-12-05	0	0
20200	2012-12-11	0	0
20200	2012-12-12	0	0
20200	2012-12-13	0	0
20200	2012-12-17	0	0
20200	2012-12-19	0	0
20300	2012-12-06	0	0
20300	2012-12-07	81	1
20300	2012-12-10	0	0
20300	2012-12-11	0	0
20300	2012-12-12	0	0
20300	2012-12-14	84	2
20300	2012-12-17	0	0
20300	2012-12-19	0	0
20300	2012-12-20	0	0
20300	2012-12-21	0	0
20500	2012-12-04	13	2
20500	2012-12-05	16	2
20500	2012-12-06	1	1
20500	2012-12-07	7	3
20500	2012-12-10	4	1
20500	2012-12-11	7	1
20500	2012-12-12	13	2
20500	2012-12-14	31	2
20500	2012-12-17	19	2
20500	2012-12-18	29	2
20500	2012-12-19	18	2
20500	2012-12-20	35	2
20500	2012-12-21	44	2
20800	2012-12-06	10	1
20900	2012-12-20	0	0
21100	2012-12-03	0	0
21100	2012-12-10	0	0
21100	2012-12-12	0	0
21100	2012-12-17	0	0
21100	2012-12-18	0	0
21100	2012-12-28	0	0
21200	2012-12-11	0	0
21200	2012-12-20	0	0
21300	2012-12-05	0	0
21400	2012-12-14	0	0
21400	2012-12-17	0	0
21400	2012-12-18	0	0
21500	2012-12-03	0	0
21500	2012-12-04	0	0
21500	2012-12-05	0	0
21500	2012-12-06	10	1
21500	2012-12-13	0	0
21500	2012-12-17	0	0
21500	2012-12-18	0	0
21500	2012-12-19	0	0
21500	2012-12-20	0	0
21500	2012-12-21	0	0
22000	2012-12-06	0	0
22100	2012-12-03	0	0
22100	2012-12-04	0	0
22100	2012-12-05	0	0
22100	2012-12-06	0	0
22100	2012-12-11	0	0
22100	2012-12-12	0	0
22100	2012-12-17	0	0
22400	2012-12-04	0	0
22400	2012-12-11	0	0
22400	2012-12-12	0	0
22400	2012-12-13	0	0
22400	2012-12-14	0	0
22400	2012-12-18	0	0
22400	2012-12-19	0	0
22400	2012-12-20	0	0
22400	2012-12-21	0	0
22500	2012-12-18	0	0
22500	2012-12-19	0	0
22600	2012-12-04	0	0
22600	2012-12-09	0	0
22600	2012-12-10	0	0
22600	2012-12-17	0	0
