29161	0.000475508808748	4.75508808748E-4	4.68116684274E-4	10	10
23632	0.000724655588145	7.24655588145E-4	-7.69684638124E-4	9	9
2913	0.00064529579504	6.4529579504E-4	8.02145501348E-4	8	8
4154	0.000721301638024	7.21301638024E-4	-7.59717724584E-4	7	7
2155	0.000722709547093	7.22709547093E-4	-7.58564991653E-4	6	6
45698	0.000312108212501	3.12108212501E-4	-3.13205334787E-4	5	5
9899	0.000304353889355	3.04353889355E-4	-3.15304143653E-4	4	4
73734	0.000639051136117	6.39051136117E-4	7.84893001017E-4	3	3
31747	9.50984509691e-05	9.50984509691E-5	-3.87502021263E-4	2	2
24985	0.000441474813386	4.41474813386E-4	-3.83053947057E-4	1	1
