738	-0.042193896174	-0.042193896174	-0.138302561456	10	10
1517	-0.0421032198559	-0.0421032198559	0.0821787656163	9	9
646	0.0866673645526	0.0866673645526	-0.0456371370167	8	8
850	0.0081241648573	0.0081241648573	-0.102025574552	7	7
29	-0.00998008098056	-0.00998008098056	0.0785896449789	6	6
126	-0.00232841438053	-0.00232841438053	0.0816177141857	5	5
1720	-0.0960280170901	-0.0960280170901	-0.0266672438242	4	4
32	0.0770059826043	0.0770059826043	-0.0445776579161	3	3
791	-0.111620019167	-0.111620019167	-0.00539513866043	2	2
4417	-0.0774787368653	-0.0774787368653	0.0243024246253	1	1
