33068	31.5763738457	31.5763738457	-0.916834401735	10	10
4812	24.1808583343	24.1808583343	-0.972457883815	9	9
28758	25.1938679384	25.1938679384	-0.971038232125	8	8
10608	2.97574138121	2.97574138121	-0.971754087111	7	7
24610	23.8134923831	23.8134923831	-0.969223755119	6	6
28342	0.351249872567	0.351249872567	-0.987411001634	5	5
30512	0.825876218113	0.825876218113	-0.98050137864	4	4
30208	14.7228059465	14.7228059465	-0.9890799086	3	3
37068	2.59215966979	2.59215966979	-0.974701225215	2	2
33410	0.351249872567	0.351249872567	-0.987638908806	1	1
