211100	2012-12-25	6.0	4.0	10	10
198100	2012-12-05	0.0	401.0	9	9
389300	2012-12-27	2346.0	124.0	8	8
210900	2012-12-31	990.0	0.0	7	7
60400	2012-12-18	7.0	785.0	6	6
360900	2012-12-05	10.0	561.0	5	5
583500	2012-12-04	163.0	446.0	4	4
529400	2012-12-27	496.0	0.0	3	3
397900	2012-12-06	137.0	137.0	2	2
219900	2012-12-17	377.0	0.0	1	1
